time,latitude,longitude,depth,mag,nst,gap,dmin,rms,updated,place,type,horizontalError,depthError,magError,magNst
2024-04-03T00:25:18.309Z,24.0642,121.4552,18.631,4.3,27,109,0.535,0.74,2024-06-12T21:51:57.040Z,"17 km WNW of Hualien City, Taiwan",earthquake,3.12,0.918,0.239,5
2024-04-03T00:21:01.518Z,24.1526,121.7366,35,4.7,30,79,0.611,1.13,2024-06-12T21:51:57.040Z,"23 km NE of Hualien City, Taiwan",earthquake,2.98,1.934,0.184,9
2024-04-03T00:17:37.240Z,24.0049,121.7509,38.611,5.2,58,67,0.738,0.8,2024-06-12T21:51:57.040Z,"15 km ENE of Hualien City, Taiwan",earthquake,4,7.242,0.099,34
2024-04-03T00:17:16.083Z,24.0059,121.8453,35,5.1,25,69,0.787,0.85,2024-06-12T21:51:59.040Z,"24 km E of Hualien City, Taiwan",earthquake,2.65,1.944,0.172,11
2024-04-03T00:16:25.441Z,23.8113,121.4056,36.322,4.8,24,129,0.414,0.97,2024-06-12T21:51:58.040Z,"27 km SW of Hualien City, Taiwan",earthquake,3.34,7.085,0.185,9
2024-04-03T00:15:33.177Z,24.1761,121.8081,33.347,4.8,21,131,0.63,0.67,2024-06-12T21:51:58.040Z,"30 km NE of Hualien City, Taiwan",earthquake,2.5,6.344,0.227,6
2024-04-03T00:11:25.266Z,24.1021,121.6812,13.931,6.4,183,50,0.63,0.77,2024-06-12T21:51:51.040Z,"15 km NNE of Hualien City, Taiwan",earthquake,3.79,3.485,0.062,25
2024-04-03T00:09:31.012Z,24.1741,121.7374,32.25,5,24,66,0.593,0.72,2024-06-12T21:51:58.040Z,"25 km NNE of Hualien City, Taiwan",earthquake,3.16,5.587,0.189,9
2024-04-02T23:58:12.173Z,23.8356,121.5976,40,7.4,322,17,0.337,0.93,2024-11-01T05:37:58.318Z,"15 km S of Hualien City, Taiwan",earthquake,4.73,1.877,0.027,133
2024-04-02T19:26:34.847Z,23.4096,120.2986,22.636,4.2,20,86,0.323,0.71,2024-06-12T21:51:51.040Z,"17 km WSW of Pizitou, Taiwan",earthquake,2.5,6.486,0.068,21
2024-03-29T11:11:18.227Z,22.7624,121.4249,10.963,3.9,27,106,0.323,0.48,2024-06-01T21:55:46.040Z,"105 km ENE of Donggang, Taiwan",earthquake,2.5,5.001,0.089,12
2024-03-25T10:13:35.857Z,23.9397,121.6613,43.862,4.1,52,78,0.241,0.69,2024-06-01T21:55:46.040Z,"7 km SE of Hualien City, Taiwan",earthquake,4.3,6.043,0.075,17
2024-03-21T10:49:52.046Z,24.0588,121.5441,24.281,4.7,77,74,0.124,0.73,2024-05-27T14:19:20.040Z,"10 km NW of Hualien City, Taiwan",earthquake,3.08,4.117,0.11,8
2024-03-19T11:20:28.395Z,23.7635,121.8192,19.486,4.6,109,73,0.457,0.68,2024-05-27T14:19:19.040Z,"32 km SE of Hualien City, Taiwan",earthquake,4.48,4.326,0.078,16
2024-03-17T07:31:38.884Z,24.8184,122.0402,105.842,4.3,27,52,0.517,0.58,2024-05-18T21:24:20.040Z,"29 km ENE of Yilan, Taiwan",earthquake,4.22,3.633,0.178,9
2024-03-13T13:52:38.405Z,24.3753,121.9776,28.261,3.7,14,74,0.403,0.52,2024-05-18T21:22:40.040Z,"48 km SSE of Yilan, Taiwan",earthquake,4.35,3.037,0.083,14
2024-03-13T13:36:54.545Z,24.3601,121.9352,36.36,4.1,51,74,0.362,0.62,2024-05-18T21:22:40.040Z,"47 km SSE of Yilan, Taiwan",earthquake,3.13,5.748,0.068,21
2024-03-11T10:54:14.330Z,23.1538,121.5839,10,4.3,39,98,0.355,1.01,2024-05-18T21:23:08.040Z,"91 km S of Hualien City, Taiwan",earthquake,3.36,1.5,0.161,15
2024-02-29T05:26:27.466Z,23.4973,120.2222,17.492,4.4,45,45,0.422,0.58,2024-05-10T21:25:55.040Z,"22 km W of Pizitou, Taiwan",earthquake,3.59,2.771,0.071,19
2024-02-26T05:55:20.784Z,24.9737,122.3698,10,4.3,81,39,0.771,0.4,2024-05-10T21:26:00.040Z,"55 km ESE of Jiufen, Taiwan",earthquake,2.98,1.849,0.086,13
2024-02-25T13:48:32.901Z,24.7957,122.0753,7.575,4.9,61,59,0.554,0.73,2024-05-02T15:50:14.040Z,"32 km E of Yilan, Taiwan",earthquake,3.2,4.169,0.066,22
2024-02-24T04:37:06.647Z,23.5824,121.7236,10,4.9,52,105,0.435,0.86,2024-05-02T15:50:14.040Z,"45 km SSE of Hualien City, Taiwan",earthquake,2,1.856,0.055,107
2024-02-19T23:48:22.604Z,24.8275,122.092,6.342,4.2,20,73,0.559,0.27,2024-05-02T15:50:13.040Z,"35 km ENE of Yilan, Taiwan",earthquake,2.57,5.172,0.215,6
2024-02-12T23:58:08.827Z,23.6757,121.3181,7.944,4.4,40,67,0.283,0.53,2024-04-24T14:42:04.040Z,"44 km SW of Hualien City, Taiwan",earthquake,1.71,4.484,0.117,21
2024-02-05T00:59:42.647Z,23.6466,121.3057,3.636,4.3,23,82,0.253,0.52,2024-04-20T19:32:47.040Z,"47 km SW of Hualien City, Taiwan",earthquake,0.81,5.541,0.16,11
2024-02-02T10:10:26.096Z,23.48,120.1986,10,4.4,45,73,0.434,0.66,2024-04-13T19:34:57.040Z,"25 km W of Pizitou, Taiwan",earthquake,2.2,1.865,0.12,20
2024-01-28T18:11:55.276Z,23.6302,121.3397,7.388,4.9,56,88,0.24,0.44,2024-03-30T22:35:28.040Z,"46 km SW of Hualien City, Taiwan",earthquake,4.58,5.087,0.089,40
2024-01-28T18:11:23.160Z,23.6212,121.3245,7.2,5.1,89,82,0.229,0.61,2024-03-30T22:34:50.040Z,"48 km SW of Hualien City, Taiwan",earthquake,3.53,3.541,0.071,19
2024-01-03T01:43:32.673Z,23.5964,121.5279,25.874,4,38,132,0.293,0.56,2024-03-09T21:38:52.040Z,"42 km S of Hualien City, Taiwan",earthquake,3.75,1.314,0.071,19
2023-12-23T21:21:16.807Z,22.5969,121.3905,17.741,4.2,32,132,0.361,0.55,2024-02-27T22:57:06.040Z,"93 km NE of Hengchun, Taiwan",earthquake,4.32,3.735,0.058,29
2023-12-23T21:07:50.868Z,22.6197,121.4195,19.191,4.2,38,93,0.37,0.55,2024-02-27T22:57:06.040Z,"97 km NE of Hengchun, Taiwan",earthquake,5.19,3.806,0.059,28
2023-12-23T02:32:33.655Z,24.2214,122.1953,54.234,4.5,38,75,0.55,0.39,2024-02-27T22:56:57.040Z,"65 km ENE of Hualien City, Taiwan",earthquake,3.45,5.532,0.116,22
2023-12-22T02:02:09.290Z,24.7008,122.141,10,4.5,31,68,0.645,0.6,2024-02-27T22:56:57.040Z,"39 km E of Yilan, Taiwan",earthquake,4.01,1.891,0.128,19
2023-12-01T22:27:29.446Z,23.3061,121.4821,27.877,4.3,93,97,0.19,0.67,2024-02-06T21:53:57.040Z,"75 km S of Hualien City, Taiwan",earthquake,5.14,4.697,0.061,26
2023-11-23T04:26:26.461Z,23.122,121.5761,39.249,4.2,36,93,0.372,0.8,2024-02-01T15:13:45.040Z,"94 km S of Hualien City, Taiwan",earthquake,3.24,4.859,0.071,19
2023-11-16T21:00:27.075Z,22.0346,121.7017,10,4.4,33,142,0.969,0.63,2024-01-26T16:37:53.040Z,"98 km E of Hengchun, Taiwan",earthquake,3.6,1.866,0.17,10
2023-11-10T16:54:39.641Z,23.403,121.5996,34.076,4.9,108,81,0.278,0.81,2024-01-13T23:11:19.040Z,"63 km S of Hualien City, Taiwan",earthquake,3.17,4.03,0.083,14
2023-10-31T12:33:53.645Z,23.2163,121.6257,42.68,4.3,66,83,0.349,0.43,2024-01-10T06:01:24.040Z,"84 km S of Hualien City, Taiwan",earthquake,3.78,2.991,0.068,21
2023-10-28T02:16:08.559Z,22.4214,121.3951,10,4.4,36,142,0.49,0.75,2024-01-04T04:22:31.040Z,"81 km NE of Hengchun, Taiwan",earthquake,3.47,1.858,0.138,15
2023-10-23T13:19:20.147Z,22.9863,121.3723,17.261,4.4,104,73,0.318,0.71,2024-01-04T04:21:58.040Z,"94 km E of Yujing, Taiwan",earthquake,4.75,2.598,0.063,24
2023-10-14T14:04:04.643Z,23.9616,122.3314,10,4.9,56,81,0.706,0.91,2023-12-16T22:13:09.040Z,"74 km E of Hualien City, Taiwan",earthquake,4.21,1.873,0.058,94
2023-10-14T08:05:13.354Z,23.9747,122.3233,25.536,4.3,69,81,0.695,0.51,2023-12-16T22:13:09.040Z,"73 km E of Hualien City, Taiwan",earthquake,4.94,5.842,0.068,21
2023-10-14T07:56:03.884Z,24.0161,122.2878,31.568,4.5,48,70,0.653,0.73,2023-12-16T22:13:10.040Z,"69 km E of Hualien City, Taiwan",earthquake,3.43,5.866,0.103,28
2023-10-14T07:53:30.155Z,23.9848,122.2738,20.448,4.9,94,71,0.649,0.58,2023-12-16T22:13:09.040Z,"68 km E of Hualien City, Taiwan",earthquake,4.76,4.59,0.083,14
2023-10-12T12:16:29.169Z,22.8103,120.5315,17.13,4.7,49,70,0.496,0.72,2023-12-16T22:13:07.040Z,"31 km NE of Kaohsiung, Taiwan",earthquake,5.04,2.689,0.089,38
2023-10-11T10:36:56.840Z,23.2664,121.3166,16.025,5.2,93,88,0.127,0.67,2023-12-16T22:13:07.040Z,"78 km SE of Lugu, Taiwan",earthquake,3.81,3.571,0.098,10
2023-10-05T08:53:14.463Z,23.9703,122.3813,21.445,4.3,62,72,0.747,0.43,2023-12-14T21:26:53.040Z,"79 km E of Hualien City, Taiwan",earthquake,4.75,4.919,0.058,29
2023-09-20T14:45:24.308Z,23.2283,121.5783,10,4.4,14,124,0.306,0.48,2023-12-02T23:01:12.040Z,"82 km S of Hualien City, Taiwan",earthquake,2.45,1.926,0.241,6
2023-09-15T10:34:24.578Z,23.9823,121.8132,18.716,4.3,104,46,0.276,0.5,2023-11-18T22:29:34.040Z,"21 km E of Hualien City, Taiwan",earthquake,5.53,3.97,0.071,19
2023-09-05T09:30:40.715Z,23.5353,120.3047,11.597,4.9,111,55,0.379,0.49,2023-11-17T19:47:49.040Z,"15 km WNW of Pizitou, Taiwan",earthquake,5.12,4.102,0.086,13
2023-09-05T03:13:50.138Z,22.2503,120.9688,10,4.5,51,81,1.091,0.82,2023-11-17T19:47:49.040Z,"35 km NE of Hengchun, Taiwan",earthquake,3.19,1.856,0.108,27
2023-09-04T13:56:55.096Z,22.2841,119.8579,11.54,4.6,37,191,1.237,0.86,2023-11-17T19:47:51.040Z,"59 km SW of Kaohsiung, Taiwan",earthquake,8.49,4.633,0.125,19
2023-08-24T05:39:24.840Z,24.7114,121.9942,78.336,4.2,22,53,0.522,0.38,2023-10-28T19:15:36.040Z,"24 km ESE of Yilan, Taiwan",earthquake,4.05,2.428,0.152,13
2023-08-20T07:10:41.912Z,23.4521,121.5413,37.745,4.3,24,87,0.232,0.72,2023-10-28T19:15:32.040Z,"58 km S of Hualien City, Taiwan",earthquake,4.89,4.962,0.168,12
2023-08-15T17:09:17.711Z,24.1481,121.6459,31.363,4.6,87,63,0.575,0.99,2024-01-18T20:43:00.217Z,"19 km NNE of Hualien City, Taiwan",earthquake,2.93,4.477,0.07,67
2023-08-10T02:02:17.160Z,24.7727,121.9694,96.916,4.3,36,95,0.55,0.67,2023-10-17T22:01:29.040Z,"21 km E of Yilan, Taiwan",earthquake,6.8,5.898,0.143,14
2023-08-08T10:38:12.592Z,23.2401,121.627,34.334,4.4,40,84,0.339,0.7,2023-10-17T22:01:27.040Z,"81 km S of Hualien City, Taiwan",earthquake,3.58,4.788,0.107,25
2023-08-04T12:25:19.299Z,22.0076,121.5985,10,4.8,62,114,0.938,0.45,2023-10-07T21:38:57.040Z,Taiwan region,earthquake,6.96,1.875,0.06,87
2023-07-11T11:42:06.939Z,24.0338,121.5466,21.007,3,11,118,0.146,0.33,2023-09-16T19:16:09.040Z,"8 km NW of Hualien City, Taiwan",earthquake,3.72,10.565,0.081,20
2023-07-09T22:11:32.549Z,24.0184,121.5484,23.068,4.6,164,48,0.16,0.52,2023-09-16T19:16:07.040Z,"7 km NW of Hualien City, Taiwan",earthquake,4.19,1.896,0.058,29
2023-07-09T08:16:35.669Z,22.0287,121.6809,10,4.6,40,114,0.962,0.57,2023-09-16T19:16:06.040Z,"96 km E of Hengchun, Taiwan",earthquake,7.33,1.898,0.109,31
2023-07-09T07:52:53.451Z,22.1269,121.6188,10,4.6,51,115,0.849,0.59,2023-09-16T19:16:06.040Z,"91 km E of Hengchun, Taiwan",earthquake,6.05,1.891,0.082,45
2023-07-09T03:31:59.738Z,22.1437,121.6782,10,4.7,50,213,0.87,0.94,2023-09-16T19:16:06.040Z,"97 km E of Hengchun, Taiwan",earthquake,6.26,1.902,0.075,53
2023-07-09T02:05:00.781Z,22.2033,121.7041,10,4,19,260,0.841,0.78,2023-09-16T19:16:18.040Z,Taiwan region,earthquake,8.73,1.95,0.232,5
2023-07-08T20:26:32.898Z,22.0705,121.6728,10,4.9,67,105,0.924,0.97,2023-09-09T21:55:01.040Z,"96 km E of Hengchun, Taiwan",earthquake,5.28,1.864,0.089,39
2023-07-06T18:03:55.442Z,23.1066,121.2292,15.077,4.3,49,91,0.291,0.77,2023-09-09T21:54:52.040Z,"78 km E of Yujing, Taiwan",earthquake,3.51,4.387,0.107,25
2023-06-29T21:14:12.710Z,23.9049,122.2653,10,4.2,21,90,0.669,0.57,2023-09-08T14:18:37.040Z,"67 km E of Hualien City, Taiwan",earthquake,4.38,1.901,0.176,9
2023-06-22T20:13:45.136Z,23.6961,122.0055,20.356,4.3,51,89,0.606,0.64,2023-08-26T20:54:27.040Z,Taiwan region,earthquake,3.46,5.303,0.091,34
2023-06-22T06:04:05.905Z,23.826,121.7792,20.664,4.4,27,113,0.385,0.52,2023-08-26T20:54:26.040Z,"24 km SE of Hualien City, Taiwan",earthquake,4.17,6.594,0.126,18
2023-06-14T23:58:58.361Z,23.5585,121.5178,33.019,4.3,42,85,0.261,0.77,2023-08-21T04:18:56.040Z,Taiwan,earthquake,2.27,5.362,0.138,15
2023-06-10T09:12:34.074Z,22.8318,120.6059,21.189,4.7,65,80,0.438,0.67,2024-01-18T20:15:45.349Z,"35 km SSE of Yujing, Taiwan",earthquake,4.61,4.902,0.059,28
2023-06-10T05:31:54.874Z,22.8409,120.6558,26.564,4.9,143,70,0.392,0.72,2023-08-12T17:15:15.040Z,"37 km SSE of Yujing, Taiwan",earthquake,5.17,5.144,0.061,26
2023-06-02T09:48:44.295Z,24.2328,122.1031,43.708,4.3,42,71,0.468,0.55,2023-08-05T22:07:47.040Z,"58 km ENE of Hualien City, Taiwan",earthquake,3.4,5.618,0.125,18
2023-05-31T10:48:02.839Z,22.3165,121.232,31.36,4.4,25,118,0.518,1.02,2023-08-05T22:07:59.040Z,"61 km NE of Hengchun, Taiwan",earthquake,5.83,6.548,0.179,9
2023-05-12T17:30:21.293Z,23.1661,121.443,29.709,4.5,70,102,0.262,0.77,2023-07-22T19:17:09.040Z,"91 km S of Hualien City, Taiwan",earthquake,3.87,4.367,0.08,55
2023-05-04T15:38:19.945Z,23.4239,121.3467,15.123,4.6,125,49,0.055,0.77,2023-07-15T22:09:39.040Z,"66 km SSW of Hualien City, Taiwan",earthquake,5.12,3.79,0.063,24
2023-04-25T19:10:24.508Z,24.8559,122.2195,115.26,4.2,50,74,0.666,0.68,2023-07-11T01:45:35.040Z,"47 km SE of Jiufen, Taiwan",earthquake,5.55,5.148,0.112,27
2023-04-21T11:44:44.228Z,23.4677,121.4852,32.428,4.1,37,102,0.188,0.59,2023-07-03T02:46:50.040Z,"57 km SSW of Hualien City, Taiwan",earthquake,3.54,5.419,0.071,19
2023-04-16T03:26:56.288Z,23.7599,121.4085,14.172,4.1,22,131,0.38,0.55,2024-01-18T19:47:48.777Z,"31 km SW of Hualien City, Taiwan",earthquake,1.99,5.093,0.214,6
2023-04-08T12:14:49.967Z,23.439,121.4717,31.337,4.4,26,96,0.167,0.68,2023-06-13T03:12:23.040Z,"61 km SSW of Hualien City, Taiwan",earthquake,4.64,4.537,0.134,16
2023-04-07T10:36:28.030Z,23.0729,121.4685,10,4.3,103,90,0.355,0.37,2023-06-13T03:12:33.040Z,"101 km S of Hualien City, Taiwan",earthquake,5.17,1.845,0.073,18
2023-03-30T20:15:52.442Z,22.2207,121.5548,11.722,4.5,62,115,0.739,0.68,2023-06-03T22:06:09.040Z,"87 km ENE of Hengchun, Taiwan",earthquake,5.51,4.333,0.081,45
2023-03-24T10:04:18.645Z,23.6457,121.3108,10,4.2,39,94,0.252,0.46,2023-05-26T21:54:15.040Z,"47 km SW of Hualien City, Taiwan",earthquake,2.01,1.889,0.132,16
2023-03-22T21:51:04.091Z,23.6547,121.3288,7.202,4.4,56,81,0.263,0.42,2023-05-26T21:54:12.040Z,"45 km SW of Hualien City, Taiwan",earthquake,2.32,4.282,0.1,29
2023-03-22T15:43:05.421Z,23.6272,121.3779,5.869,4.5,62,95,0.245,0.47,2023-05-26T21:54:12.040Z,"45 km SSW of Hualien City, Taiwan",earthquake,2.24,4.749,0.09,36
2023-03-21T01:45:20.639Z,23.6144,121.365,8.327,5.2,76,52,0.229,0.74,2023-05-26T21:54:09.040Z,"46 km SSW of Hualien City, Taiwan",earthquake,3.6,4.224,0.051,37
2023-03-13T00:11:51.612Z,24.8128,122.0317,6.613,4.2,22,87,0.511,0.51,2023-05-20T23:20:33.040Z,"28 km ENE of Yilan, Taiwan",earthquake,2.83,5.723,0.215,6
2023-03-03T17:57:30.148Z,23.9839,122.2408,21.787,4.4,113,95,0.62,0.77,2023-05-08T02:00:37.040Z,"64 km E of Hualien City, Taiwan",earthquake,3.41,4.277,0.061,26
2023-03-03T14:48:44.198Z,24.8605,121.9198,111.635,4.4,60,45,0.4,0.52,2023-05-08T02:00:36.040Z,Taiwan,earthquake,5.75,4.762,0.083,42
2023-03-02T16:48:59.274Z,24.5077,121.8587,7.189,4.4,87,52,0.411,0.67,2023-05-08T02:00:22.040Z,"29 km SSE of Yilan, Taiwan",earthquake,2.46,1.446,0.077,58
2023-02-25T16:03:17.437Z,22.5275,121.4044,10,4.6,34,101,0.416,1.08,2023-04-29T21:57:38.040Z,"89 km NE of Hengchun, Taiwan",earthquake,4.9,1.864,0.122,20
2023-02-22T21:18:44.223Z,23.9695,121.7576,11.421,4.4,46,83,0.252,0.46,2023-04-29T21:57:27.040Z,"15 km E of Hualien City, Taiwan",earthquake,2.55,4.186,0.106,26
2023-02-21T11:01:36.025Z,23.4,121.955,10,4.2,57,55,0.604,0.61,2023-04-29T21:57:21.040Z,"73 km SSE of Hualien City, Taiwan",earthquake,3.92,1.873,0.078,16
2023-02-18T15:49:09.168Z,23.693,120.7125,19.786,4.5,41,68,0.24,0.83,2023-04-22T21:33:19.040Z,"7 km SW of Lugu, Taiwan",earthquake,4.17,4.518,0.118,21
2023-02-17T01:22:50.287Z,23.9454,121.4889,18.014,4.7,34,93,0.247,0.92,2023-04-22T21:33:14.040Z,"12 km WSW of Hualien City, Taiwan",earthquake,2.45,4.344,0.087,41
2023-02-11T11:35:48.278Z,23.3969,121.6211,35.037,4.7,80,97,0.298,0.47,2023-04-15T21:39:57.040Z,"64 km S of Hualien City, Taiwan",earthquake,3.65,5.309,0.065,72
2023-02-08T10:49:59.600Z,23.3686,121.6164,32.526,4.8,113,40,0.294,0.7,2023-04-15T21:39:47.040Z,"67 km S of Hualien City, Taiwan",earthquake,2.8,4.789,0.06,27
2023-02-08T04:18:39.560Z,23.7502,122.0522,44.844,4.3,24,102,0.594,0.77,2023-04-15T21:40:08.040Z,"52 km ESE of Hualien City, Taiwan",earthquake,1.77,8.358,0.188,8
2023-02-06T20:20:15.847Z,24.2348,121.8534,20.266,4.8,78,98,0.244,0.83,2023-04-15T21:39:40.040Z,"38 km NE of Hualien City, Taiwan",earthquake,4.45,3.372,0.057,96
2023-01-16T14:02:58.753Z,23.9367,122.3511,24.153,4.3,72,97,0.731,0.64,2023-03-31T19:44:38.040Z,"76 km E of Hualien City, Taiwan",earthquake,4.1,1.441,0.063,24
2023-01-13T15:02:37.525Z,23.9729,122.3377,32.749,4.9,44,96,0.708,1.02,2023-03-20T06:03:36.040Z,"74 km E of Hualien City, Taiwan",earthquake,4.8,5.411,0.086,42
2023-01-11T04:42:08.951Z,23.2218,121.4519,27.466,4.2,44,107,0.222,0.61,2023-03-20T06:03:55.040Z,"85 km S of Hualien City, Taiwan",earthquake,2.66,4.419,0.06,27
2023-01-09T11:31:48.911Z,23.4009,121.3485,17.169,4.2,28,96,0.048,0.73,2023-03-20T06:03:06.040Z,"68 km SSW of Hualien City, Taiwan",earthquake,2.01,2.514,0.066,22
2023-01-07T11:21:26.471Z,23.5553,121.3817,17.452,4.2,25,104,0.18,0.74,2023-03-11T22:51:44.040Z,"51 km SSW of Hualien City, Taiwan",earthquake,2.14,2.038,0.063,24
2023-01-05T18:02:53.211Z,24.8617,122.0513,10,4.3,28,85,0.515,0.75,2023-03-11T22:51:41.040Z,"32 km ENE of Yilan, Taiwan",earthquake,2.29,1.897,0.188,8
2023-01-05T17:11:36.795Z,24.8739,122.0714,6.473,4.4,37,74,0.531,0.74,2023-03-11T22:51:41.040Z,Taiwan region,earthquake,2.38,2.497,0.143,16
2023-01-05T04:59:27.918Z,23.2178,121.5972,39.669,4.2,46,98,0.326,0.88,2023-03-11T22:51:40.040Z,Taiwan,earthquake,4.13,6.192,0.065,23
2023-01-05T02:10:34.424Z,24.8692,122.0854,10,3.8,10,161,0.544,0.6,2023-03-11T22:51:27.040Z,"35 km ENE of Yilan, Taiwan",earthquake,1.9,1.976,0.08,15
2023-01-02T06:29:12.522Z,24.0154,121.7126,29.844,4.5,23,91,0.191,0.32,2023-03-11T22:51:47.040Z,"11 km ENE of Hualien City, Taiwan",earthquake,3.02,6.114,0.242,5
